employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-28145838,Victoria,Hill,Male,Washington D.C.,Washington,3/30/2024,Sales,Sales Representative,Bachelor,74368,Satisfactory,Yes,1/27/1994,
00-65725260,Michael,Mora,Male,Maryland,Silver Spring,4/24/2016,Sales,Sales Specialist,Bachelor,75047,Good,No,9/1/1987,
00-68068116,Valerie,Oconnor,Male,Virginia,Virginia Beach,9/21/2015,Customer Service,Support Specialist,High School,58321,Good,No,5/29/1985,
00-74700219,Tyler,Frazier,Female,Washington D.C.,Washington,1/10/2023,Customer Service,Customer Service Representative,Bachelor,60689,Good,Yes,6/16/2000,
00-45079922,Chelsea,Perez,Male,Washington D.C.,Washington,3/24/2022,Operations,Logistics Coordinator,Bachelor,62985,Satisfactory,No,9/16/1999,
00-61188615,Debra,Jones,Female,Maryland,National Harbor,8/11/2022,IT,IT Support Specialist,Bachelor,58491,Good,Yes,5/6/1987,
00-70523030,Aaron,Campbell,Male,Washington D.C.,Washington,3/28/2016,Sales,Sales Specialist,PhD,52591,Good,No,7/24/1995,
00-47307161,Ronald,Ayala,Female,Washington D.C.,Washington,5/10/2022,Sales,Sales Specialist,Bachelor,52659,Satisfactory,Yes,3/14/1992,
00-33623250,Matthew,Smith,Female,Washington D.C.,Washington,9/2/2018,Customer Service,Support Specialist,High School,62879,Good,No,5/10/1990,
00-54259860,Stephanie,Jordan,Female,Maryland,Baltimore,12/20/2022,Customer Service,Help Desk Technician,High School,61112,Satisfactory,Yes,10/17/1978,
00-59520315,Angel,Maxwell,Male,Washington D.C.,Washington,10/2/2019,Operations,Inventory Specialist,Bachelor,67770,Good,No,4/12/1999,
00-46928094,Rebekah,Mcguire,Male,Washington D.C.,Washington,6/12/2018,IT,Software Developer,Master,106058,Good,Yes,5/1/1976,
00-29763137,Brittany,Gray,Male,Virginia,Virginia Beach,10/17/2023,Operations,Logistics Coordinator,Bachelor,68394,Good,No,9/30/1978,
00-16985430,Joseph,Goodman,Male,Maryland,National Harbor,3/12/2020,IT,IT Support Specialist,Bachelor,67829,Satisfactory,No,4/13/1983,
00-87725190,Melanie,Simmons,Female,Washington D.C.,Washington,3/14/2017,Marketing,Content Creator,High School,61341,Good,No,1/13/1998,
00-65603321,Jesse,Jones,Female,Washington D.C.,Washington,8/24/2018,Sales,Sales Representative,Bachelor,66331,Good,Yes,8/29/2000,
00-19750652,Sherry,Bryant,Male,Virginia,Richmond,11/9/2016,Sales,Sales Representative,Bachelor,59859,Satisfactory,No,1/2/2005,
00-81023743,Colleen,Bradley,Male,Virginia,Manassas,10/25/2017,IT,IT Support Specialist,High School,67212,Good,No,12/8/1985,
00-77115524,Kelly,Peterson,Female,Maryland,Silver Spring,8/10/2019,Sales,Sales Representative,Bachelor,58761,Excellent,No,7/24/1993,
00-78919088,Linda,Doyle,Female,Maryland,College Park,7/4/2015,Marketing,SEO Specialist,Bachelor,59068,Good,No,4/23/2000,
00-21947732,Gloria,White,Female,Maryland,National Harbor,9/20/2018,IT,System Administrator,Master,98499,Good,No,12/14/1990,
00-18431565,Lisa,Taylor,Female,Maryland,Baltimore,2/27/2016,Finance,Financial Analyst,PhD,87549,Good,No,3/20/1991,
00-26033120,Billy,Davis,Female,Virginia,Richmond,8/4/2023,Operations,Logistics Coordinator,Bachelor,58920,Satisfactory,Yes,5/22/1975,
00-80144237,Jesse,Barton,Female,Virginia,Manassas,7/5/2017,Operations,Inventory Specialist,Bachelor,56664,Good,Yes,11/3/1970,
00-37973350,Mia,Smith,Female,Virginia,Ashburn,3/13/2020,IT,System Administrator,Bachelor,96757,Good,No,8/9/1984,
00-44987732,Christopher,Watkins,Male,Washington D.C.,Washington,5/22/2018,Customer Service,Support Specialist,High School,55756,Good,No,7/4/1980,
00-55356380,Traci,Shields,Male,Maryland,College Park,2/27/2020,Operations,Logistics Coordinator,Bachelor,61957,Satisfactory,No,12/29/1983,
00-61318588,Mark,Berry,Male,Virginia,Virginia Beach,1/6/2021,Operations,Operations Analyst,Master,81281,Good,No,8/13/2004,
00-96143603,Sarah,Rowe,Female,Virginia,Fairfax,7/24/2017,Marketing,SEO Specialist,Bachelor,56997,Excellent,No,8/1/1990,
00-55294455,Jamie,Thompson,Female,Washington D.C.,Washington,12/11/2017,Operations,Operations Analyst,Master,65118,Good,No,3/8/1991,
00-25094622,Jeremy,Stewart,Male,Washington D.C.,Washington,5/30/2020,HR,HR Coordinator,Bachelor,62459,Good,No,6/22/1985,
00-22285638,Kathryn,Schroeder,Female,Washington D.C.,Washington,2/23/2019,Marketing,Content Creator,Bachelor,60383,Satisfactory,No,12/12/1976,
00-22111989,Stephanie,Mills,Male,Virginia,Fairfax,5/2/2023,IT,Software Developer,Bachelor,102384,Good,No,8/8/1980,
00-74509970,Cynthia,Nelson,Male,Maryland,College Park,10/6/2016,Sales,Sales Representative,Bachelor,59749,Needs Improvement,No,2/18/1962,
00-76039115,David,Prince,Male,Virginia,Fairfax,9/11/2017,IT,IT Support Specialist,High School,62591,Good,Yes,2/5/1983,
00-92853703,Justin,Richardson,Male,Maryland,Silver Spring,2/14/2017,Operations,Logistics Coordinator,Bachelor,65116,Good,No,12/21/1980,
00-14077710,Jack,Marshall,Male,Washington D.C.,Washington,4/17/2022,IT,IT Support Specialist,High School,64772,Good,Yes,1/15/1997,
00-25471408,Abigail,Long,Male,Virginia,Manassas,10/14/2015,Marketing,Content Creator,High School,56524,Good,No,4/14/1983,
00-29835859,Lauren,Rodriguez,Male,Maryland,Gaithersburg,12/8/2021,IT,IT Support Specialist,Bachelor,74586,Satisfactory,No,6/20/1973,
00-31708174,Teresa,Stanley,Female,Washington D.C.,Washington,11/17/2017,Operations,Inventory Specialist,High School,57111,Excellent,Yes,5/25/1982,
00-10076070,Jesse,Dominguez,Male,Maryland,Baltimore,6/5/2018,Operations,Operations Analyst,Bachelor,63707,Good,No,9/14/1989,
00-94724278,Jorge,Brown,Female,Maryland,Rockville,6/6/2020,Operations,Logistics Coordinator,Bachelor,61006,Excellent,Yes,7/20/1996,
00-16278626,Dorothy,Smith,Male,Maryland,Rockville,1/17/2023,Operations,Operations Manager,Master,90920,Excellent,Yes,4/8/1998,
00-88454471,John,Martinez,Male,Maryland,Bowie,5/22/2020,IT,IT Support Specialist,Bachelor,64774,Satisfactory,No,4/11/1986,
00-17956176,Jonathan,Quinn,Male,Virginia,Alexandria,4/24/2015,Operations,Logistics Coordinator,Bachelor,73783,Satisfactory,Yes,1/11/1961,
00-82697515,David,Stewart,Female,Washington D.C.,Washington,8/5/2017,Customer Service,Support Specialist,High School,57679,Needs Improvement,No,7/26/1983,
00-97252875,Casey,Stephens,Female,Washington D.C.,Washington,9/29/2021,IT,Software Developer,Master,89061,Good,No,7/5/1991,
00-32022110,Tara,Mullins,Male,Maryland,Bethesda,11/25/2023,Finance,Financial Analyst,PhD,85811,Good,No,11/15/1985,
00-52820542,Joseph,Hester,Female,Maryland,Rockville,2/11/2015,Sales,Sales Representative,Bachelor,53494,Satisfactory,No,8/23/1995,
00-92155048,Sean,Werner,Female,Washington D.C.,Washington,8/26/2024,Operations,Logistics Coordinator,Bachelor,57562,Good,No,3/18/1992,
00-87257107,Rachel,Fernandez,Male,Maryland,Bowie,4/13/2023,Operations,Operations Analyst,Master,63395,Good,No,7/26/1974,
00-83737040,Vincent,Simpson,Female,Maryland,Baltimore,8/1/2017,Sales,Sales Consultant,PhD,89471,Excellent,No,6/18/1965,
00-28989723,Sara,Chase,Male,Maryland,Upper Marlboro,7/10/2020,Sales,Sales Specialist,Bachelor,70060,Satisfactory,No,2/11/1963,
00-39179883,Mathew,Trevino,Male,Washington D.C.,Washington,12/26/2022,Customer Service,Support Specialist,Bachelor,67135,Good,Yes,10/9/2001,
00-82456669,Kristi,Crawford,Male,Maryland,Baltimore,1/22/2024,Sales,Sales Representative,Bachelor,79674,Satisfactory,Yes,1/13/1997,
00-35408618,James,Gardner,Male,Virginia,Virginia Beach,4/26/2022,Operations,Logistics Coordinator,Bachelor,64544,Good,No,1/29/2000,
00-85045110,Brittany,Hanna,Male,Maryland,Upper Marlboro,12/29/2018,Sales,Sales Specialist,Bachelor,92238,Needs Improvement,Yes,9/11/1982,
00-24317123,Thomas,Rush,Male,Washington D.C.,Washington,1/4/2020,Customer Service,Customer Service Representative,Bachelor,61293,Satisfactory,Yes,3/29/1978,
00-74561648,Amy,Rogers,Male,Washington D.C.,Washington,1/21/2019,Sales,Sales Specialist,Master,77487,Good,No,11/13/1990,
00-82338503,Ashley,Huber,Male,Maryland,Bethesda,12/15/2024,Operations,Logistics Coordinator,Bachelor,67726,Good,No,10/5/1996,
00-17715984,Paul,Hall,Male,Washington D.C.,Washington,6/19/2021,Marketing,Content Creator,Bachelor,71849,Satisfactory,No,9/13/1978,
00-15386897,Raymond,Becker,Female,Virginia,Ashburn,3/23/2020,Sales,Sales Consultant,Bachelor,81700,Good,No,8/25/1993,
00-77667494,Tanya,Morrow,Male,Maryland,Baltimore,10/16/2019,Operations,Inventory Specialist,High School,54357,Good,Yes,11/26/1996,
00-44102828,James,Gutierrez,Female,Washington D.C.,Washington,7/14/2022,Sales,Sales Consultant,PhD,96769,Satisfactory,Yes,5/21/1991,
00-66045974,Jillian,Buck,Female,Virginia,Virginia Beach,3/23/2023,HR,HR Coordinator,Master,56449,Needs Improvement,No,11/20/2002,
00-55047877,Jennifer,Walker,Male,Virginia,Manassas,5/22/2016,IT,Software Developer,Bachelor,88159,Good,No,12/29/1983,
00-61764954,Kyle,Manning,Female,Maryland,Bethesda,2/26/2017,IT,Software Developer,Bachelor,94065,Excellent,Yes,2/17/1972,
00-29292164,James,Greer,Female,Virginia,Alexandria,5/4/2017,Operations,Inventory Specialist,Bachelor,59857,Good,No,9/12/1981,
00-89537740,Joshua,Gomez,Male,Virginia,Tysons,9/15/2017,Sales,Sales Specialist,Master,56644,Satisfactory,Yes,11/13/1997,
00-97940495,Betty,Leach,Male,Maryland,Bowie,9/30/2020,IT,IT Support Specialist,High School,59956,Good,No,4/1/1989,
00-28872082,Spencer,Moreno,Female,Washington D.C.,Washington,7/25/2021,Operations,Operations Manager,Bachelor,87646,Needs Improvement,Yes,10/27/1988,
00-48022011,Mary,Campbell,Female,Maryland,Rockville,9/13/2016,Customer Service,Customer Service Representative,Bachelor,60270,Satisfactory,Yes,10/10/2003,
00-46087275,Nicholas,Kennedy,Male,Washington D.C.,Washington,12/26/2024,Customer Service,Help Desk Technician,High School,61484,Satisfactory,No,8/5/1996,
00-83177823,Zachary,Thomas,Female,Maryland,National Harbor,10/22/2023,Customer Service,Support Specialist,High School,56677,Satisfactory,No,7/16/1999,
00-81237217,Robert,Herrera,Female,Washington D.C.,Washington,7/5/2024,Sales,Sales Specialist,Master,81765,Needs Improvement,Yes,3/11/1976,
00-84457706,Paul,Matthews,Male,Washington D.C.,Washington,5/6/2016,Customer Service,Customer Service Manager,Bachelor,77122,Excellent,No,9/28/1998,
00-14982598,Joseph,Carroll,Male,Washington D.C.,Washington,5/19/2015,Sales,Sales Representative,Bachelor,64252,Excellent,No,5/11/1960,
00-74622565,Steven,Hurst,Female,Virginia,Reston,3/27/2021,Finance,Accounts Payable Specialist,Bachelor,58126,Good,No,5/14/1987,
00-47922130,Virginia,Davis,Male,Washington D.C.,Washington,8/20/2016,Customer Service,Customer Service Representative,High School,59246,Good,Yes,12/22/1973,
00-85859873,Joseph,Watson,Female,Washington D.C.,Washington,12/6/2024,Operations,Operations Analyst,Bachelor,67085,Satisfactory,No,1/23/1994,
00-59369713,Devin,Cole,Female,Virginia,Alexandria,9/1/2015,Operations,Inventory Specialist,High School,58925,Satisfactory,No,5/23/2003,
00-46870899,Brian,Rodriguez,Female,Virginia,Manassas,12/20/2018,Finance,Financial Analyst,PhD,87804,Needs Improvement,No,6/1/1988,
00-10240421,Thomas,Hudson,Male,Washington D.C.,Washington,7/11/2021,Finance,Accounts Payable Specialist,Bachelor,64992,Satisfactory,No,7/11/1997,
00-58032527,Nicole,Paul,Male,Virginia,Alexandria,6/9/2022,Customer Service,Help Desk Technician,High School,66881,Satisfactory,No,3/3/1992,
00-25938984,Nicholas,Peters,Male,Maryland,Gaithersburg,7/3/2021,Operations,Inventory Specialist,Bachelor,63359,Satisfactory,No,11/19/1996,
00-93185423,Amy,Lewis,Male,Maryland,Upper Marlboro,11/4/2024,IT,Software Developer,Master,90888,Good,Yes,12/8/1968,
00-61478483,Carrie,Collier,Male,Washington D.C.,Washington,8/9/2021,Operations,Logistics Coordinator,Bachelor,73185,Excellent,No,9/2/1988,
00-57705422,Tracy,Olson,Male,Washington D.C.,Washington,5/25/2017,Operations,Logistics Coordinator,Bachelor,67052,Excellent,No,8/16/2002,
00-38388924,Matthew,Kirk,Female,Maryland,Bethesda,10/7/2018,Sales,Sales Representative,Bachelor,61618,Needs Improvement,No,3/17/1986,
00-76732313,Nancy,Reeves,Male,Washington D.C.,Washington,4/29/2018,Customer Service,Help Desk Technician,High School,69252,Satisfactory,No,12/24/1983,
00-40457608,Cody,Hill,Female,Maryland,National Harbor,1/26/2018,Sales,Sales Specialist,PhD,83999,Good,Yes,12/30/1987,
00-51280576,Andrew,Walters,Female,Virginia,Arlington,9/6/2020,Operations,Logistics Coordinator,Bachelor,60833,Good,No,10/17/2004,
00-49221576,Juan,Evans,Female,Washington D.C.,Washington,4/21/2022,IT,System Administrator,Master,66491,Good,No,11/7/1999,
00-29661963,Jonathan,Calhoun,Male,Virginia,McLean,8/14/2019,Customer Service,Customer Service Representative,High School,58375,Good,Yes,3/26/2000,
00-28338022,John,Patel,Male,Maryland,Rockville,12/28/2017,Customer Service,Support Specialist,Bachelor,66789,Satisfactory,Yes,3/2/1984,
00-92950283,Gabrielle,Koch,Female,Virginia,Richmond,4/6/2020,Marketing,SEO Specialist,High School,67318,Excellent,No,2/3/2000,
00-51401053,Brian,Hernandez,Male,Maryland,Upper Marlboro,8/29/2017,Operations,Logistics Coordinator,Bachelor,70740,Satisfactory,No,11/18/1978,
00-26335699,Samantha,Knapp,Female,Maryland,National Harbor,4/17/2019,Operations,Logistics Coordinator,Bachelor,55498,Good,Yes,7/18/2003,
00-35255664,Robert,Rogers,Female,Maryland,College Park,12/19/2024,IT,Software Developer,Master,81192,Satisfactory,Yes,3/6/1994,
00-68230939,Karen,Gray,Male,Washington D.C.,Washington,6/25/2017,IT,IT Support Specialist,High School,56593,Satisfactory,Yes,9/21/2003,
00-69803392,Kevin,Wilson,Male,Washington D.C.,Washington,6/23/2018,Sales,Sales Representative,Bachelor,68524,Good,Yes,4/15/1996,
00-29504560,Brittany,Mack,Male,Virginia,Ashburn,6/28/2023,Customer Service,Support Specialist,Bachelor,73428,Satisfactory,No,9/10/1973,
00-69636866,Anthony,Calderon,Male,Virginia,Manassas,1/16/2023,HR,HR Coordinator,Bachelor,65217,Needs Improvement,Yes,8/7/1990,
00-26912275,Caleb,Hansen,Female,Virginia,Richmond,1/23/2022,Operations,Logistics Coordinator,Bachelor,55466,Good,No,3/1/1999,
00-24417302,Edward,Beltran,Male,Washington D.C.,Washington,5/12/2018,Marketing,SEO Specialist,High School,83995,Good,No,9/1/1961,
00-97722939,Bonnie,Clark,Male,Washington D.C.,Washington,6/18/2023,Customer Service,Support Specialist,Bachelor,66205,Excellent,No,1/1/1994,
00-33830223,Alicia,Lowe,Male,Washington D.C.,Washington,5/13/2024,Marketing,Marketing Manager,PhD,93922,Satisfactory,No,10/2/1965,
00-52987466,Matthew,Howard,Female,Virginia,Tysons,7/3/2018,Customer Service,Support Specialist,High School,60098,Good,No,8/4/1981,
00-27740102,Sheila,Johnson,Female,Maryland,Rockville,9/24/2015,Customer Service,Customer Service Manager,Master,71756,Good,No,11/30/1994,
00-34412056,Carolyn,Moore,Female,Maryland,Rockville,3/28/2020,Operations,Inventory Specialist,Bachelor,57216,Satisfactory,Yes,10/26/1968,
00-39895727,Whitney,Rollins,Female,Maryland,Bowie,7/15/2020,Customer Service,Support Specialist,Bachelor,51369,Satisfactory,Yes,8/28/2003,
00-52083290,Crystal,Brown,Female,Washington D.C.,Washington,4/24/2017,Operations,Operations Analyst,Bachelor,86277,Good,No,4/4/1973,
00-31785960,Gary,Griffith,Female,Washington D.C.,Washington,2/15/2020,IT,Software Developer,Master,79860,Satisfactory,No,10/30/1974,
00-87075600,Mary,Lee,Female,Virginia,Reston,9/10/2023,Sales,Sales Consultant,Bachelor,90285,Good,No,10/25/1962,
00-91234135,Haley,Campbell,Male,Maryland,National Harbor,3/27/2024,Sales,Sales Specialist,PhD,67959,Good,Yes,9/29/1983,
00-15847727,Joshua,Cole,Female,Washington D.C.,Washington,9/15/2016,Sales,Sales Specialist,PhD,69516,Good,No,8/22/1990,
00-48831166,Karen,Alexander,Female,Washington D.C.,Washington,4/17/2019,Customer Service,Help Desk Technician,High School,62965,Satisfactory,No,2/11/2001,
00-50680151,Patricia,Perez,Male,Virginia,Richmond,9/15/2022,Operations,Logistics Coordinator,Bachelor,71725,Good,No,2/8/1989,
00-34106850,Rita,Garcia,Male,Washington D.C.,Washington,9/8/2018,Sales,Sales Specialist,PhD,71608,Good,No,10/12/1970,
00-18470002,Jessica,Lewis,Male,Washington D.C.,Washington,1/12/2023,Sales,Sales Representative,Bachelor,71827,Good,No,6/12/1964,
00-26797658,Edward,Briggs,Female,Maryland,College Park,5/4/2020,Marketing,Content Creator,High School,64252,Good,No,2/23/1962,
00-71442335,Jon,West,Female,Maryland,Brandywine,8/31/2020,Sales,Sales Representative,Bachelor,58409,Satisfactory,Yes,1/26/1972,
00-98157355,Nicholas,Ayers,Female,Washington D.C.,Washington,3/24/2017,Operations,Inventory Specialist,High School,57870,Good,No,2/8/1985,
00-95575390,Elizabeth,Mayer,Male,Washington D.C.,Washington,9/14/2023,Customer Service,Help Desk Technician,High School,81965,Good,Yes,7/30/1966,
00-95092870,Kevin,Nichols,Male,Virginia,Ashburn,2/12/2016,Operations,Inventory Specialist,Bachelor,59280,Excellent,Yes,2/5/1968,
00-26147409,Amanda,Harrell,Male,Washington D.C.,Washington,1/8/2020,Operations,Logistics Coordinator,Bachelor,65072,Satisfactory,Yes,3/15/1997,
00-17926703,Gabrielle,Clark,Male,Washington D.C.,Washington,12/1/2016,Sales,Sales Specialist,PhD,70585,Satisfactory,No,12/8/1994,
00-80405687,Stephen,Trevino,Female,Washington D.C.,Washington,12/1/2020,IT,Software Developer,Bachelor,101017,Satisfactory,Yes,3/27/1989,
00-57185157,Joseph,Johnson,Female,Washington D.C.,Washington,12/10/2023,Sales,Sales Representative,Bachelor,62266,Satisfactory,No,7/18/2003,
00-79073076,Rebecca,Bean,Female,Washington D.C.,Washington,12/11/2020,IT,IT Support Specialist,High School,56660,Good,Yes,12/19/1984,
00-61756847,Jacob,Woodard,Male,Washington D.C.,Washington,3/4/2023,Sales,Sales Representative,Bachelor,68643,Good,No,9/3/1977,
00-52756345,Tom,Arias,Male,Washington D.C.,Washington,12/10/2022,IT,Software Developer,Bachelor,108056,Good,No,1/30/1977,
00-77834393,Dustin,Hoover,Female,Washington D.C.,Washington,8/8/2024,Customer Service,Support Specialist,High School,64813,Good,No,2/5/1962,
00-34575069,Reginald,Williams,Female,Washington D.C.,Washington,3/10/2019,IT,IT Support Specialist,High School,58098,Good,No,10/2/1972,
00-41834486,Joshua,Quinn,Female,Maryland,Rockville,7/10/2015,Finance,Accounts Payable Specialist,Bachelor,60355,Good,No,10/29/1997,
00-58953483,Michael,Bonilla,Male,Virginia,McLean,9/26/2019,Operations,Logistics Coordinator,Bachelor,61490,Good,Yes,12/19/1985,
00-54904296,Stephanie,Reynolds,Female,Maryland,Baltimore,11/28/2019,Operations,Logistics Coordinator,Bachelor,62328,Needs Improvement,No,11/30/1972,
00-69677077,Andrew,Vazquez,Male,Washington D.C.,Washington,1/7/2018,Operations,Operations Analyst,Master,57556,Good,No,10/9/2002,
00-82014493,Katrina,Weaver,Male,Maryland,Rockville,7/30/2023,Finance,Accounts Payable Specialist,Bachelor,57728,Good,No,6/7/1998,
00-31472713,Thomas,Collins,Female,Washington D.C.,Washington,3/1/2015,Sales,Sales Consultant,Bachelor,73112,Satisfactory,No,8/17/1988,
00-79721313,Derek,Cook,Female,Washington D.C.,Washington,4/16/2022,Operations,Inventory Specialist,High School,60961,Good,No,5/22/1964,
00-99094428,Nicole,Thomas,Male,Maryland,Baltimore,1/4/2018,Operations,Logistics Coordinator,Bachelor,62374,Excellent,Yes,5/4/1996,
00-22839084,Sharon,Lara,Male,Virginia,Manassas,10/18/2020,Operations,Logistics Coordinator,Bachelor,58760,Satisfactory,No,2/11/1995,
00-67016905,Amanda,Brewer,Female,Washington D.C.,Washington,12/3/2019,Operations,Logistics Coordinator,Bachelor,61688,Good,No,7/21/1965,
00-85161482,Pamela,Walker,Male,Washington D.C.,Washington,7/25/2018,HR,Recruiter,High School,66106,Good,No,2/26/1991,
00-30938871,Scott,Brown,Male,Maryland,College Park,4/21/2017,Customer Service,Customer Service Manager,Bachelor,83398,Good,No,2/2/1980,
00-29762966,Colin,Knight,Female,Washington D.C.,Washington,2/28/2017,IT,Software Developer,Bachelor,92759,Satisfactory,No,11/12/2000,
00-95024832,Debbie,Gonzalez,Female,Washington D.C.,Washington,1/7/2020,Sales,Sales Representative,Bachelor,62707,Good,No,9/18/1978,
00-34252307,Mary,Reyes,Female,Virginia,Alexandria,3/26/2018,HR,HR Coordinator,Master,63556,Good,No,10/19/2000,
00-96894521,Christian,Evans,Male,Virginia,Fairfax,11/15/2022,Finance,Accountant,Bachelor,84680,Satisfactory,No,1/10/1992,
00-46924634,Bradley,Chaney,Female,Virginia,Ashburn,2/14/2020,Marketing,Content Creator,Bachelor,53463,Good,No,2/28/1992,
00-46129937,Benjamin,Harrell,Male,Maryland,Rockville,12/15/2022,IT,Software Developer,Bachelor,105284,Good,No,4/15/1985,
00-44010156,Cheryl,Meyer,Male,Washington D.C.,Washington,7/26/2017,Finance,Financial Analyst,Master,67765,Satisfactory,No,6/6/1997,
00-52263765,Sherry,Mendez,Male,Washington D.C.,Washington,12/6/2017,Operations,Logistics Coordinator,Bachelor,71072,Good,Yes,2/15/1988,
00-50359903,Austin,Beltran,Female,Maryland,Waldorf,6/9/2024,Marketing,Content Creator,Bachelor,59640,Good,No,1/21/1966,
00-23818316,Amy,Foley,Male,Virginia,Virginia Beach,8/31/2022,Operations,Inventory Specialist,Bachelor,61253,Satisfactory,No,6/28/1974,
00-86227276,Kristina,Phillips,Male,Washington D.C.,Washington,12/22/2017,Operations,Operations Analyst,Bachelor,65930,Needs Improvement,No,1/19/1977,
00-62014974,Christine,Pham,Male,Maryland,National Harbor,3/19/2023,Customer Service,Help Desk Technician,Bachelor,92095,Good,Yes,3/16/1992,
00-18096374,Cheryl,Booker,Female,Maryland,Waldorf,8/22/2020,Operations,Logistics Coordinator,Bachelor,63681,Good,No,8/22/1976,
00-76679508,Tammy,Smith,Female,Washington D.C.,Washington,8/25/2020,Customer Service,Support Specialist,Bachelor,56975,Needs Improvement,Yes,10/9/2004,
00-52163884,Alexis,Walton,Female,Washington D.C.,Washington,4/10/2020,Customer Service,Customer Service Representative,Bachelor,62957,Needs Improvement,No,2/20/1971,
00-76050877,Sara,Richardson,Female,Washington D.C.,Washington,2/25/2022,IT,System Administrator,Bachelor,83285,Excellent,No,6/23/2003,
00-92593016,Julie,Ponce,Male,Washington D.C.,Washington,11/5/2019,Marketing,Content Creator,High School,64366,Good,Yes,7/10/1983,
00-54980847,Jesus,Cardenas,Female,Virginia,Ashburn,2/14/2017,IT,Software Developer,Master,86561,Excellent,No,8/13/1974,
00-63296091,Gabriel,Davis,Male,Washington D.C.,Washington,5/20/2016,Sales,Sales Representative,Bachelor,83931,Good,No,11/8/1976,
00-68045362,Joseph,Smith,Male,Washington D.C.,Washington,8/29/2024,Operations,Logistics Coordinator,Bachelor,65463,Excellent,No,9/17/1982,
00-81660322,Alicia,Roberts,Male,Washington D.C.,Washington,4/28/2023,Customer Service,Customer Service Representative,High School,60325,Needs Improvement,No,10/5/1972,
00-32656595,Alexis,Gallagher,Male,Washington D.C.,Washington,1/29/2022,Sales,Sales Specialist,Bachelor,95379,Excellent,Yes,5/21/1996,
00-21345154,James,Garcia,Female,Washington D.C.,Washington,5/26/2020,Sales,Sales Manager,PhD,124953,Needs Improvement,Yes,8/18/1981,
00-42937474,Bradley,Garcia,Female,Maryland,Gaithersburg,10/4/2016,Operations,Inventory Specialist,High School,62003,Satisfactory,No,8/15/1999,
00-46059982,Erin,Chan,Female,Washington D.C.,Washington,7/23/2024,Sales,Sales Representative,Bachelor,72124,Good,No,11/1/1990,
00-71213323,Glenn,Flores,Male,Washington D.C.,Washington,12/21/2020,Marketing,Marketing Coordinator,Bachelor,66840,Satisfactory,No,7/17/1973,
00-68784411,Mark,Miller,Male,Washington D.C.,Washington,1/16/2015,IT,Software Developer,Bachelor,90788,Good,Yes,3/20/1998,
00-26354467,James,Lynch,Male,Maryland,Bowie,7/18/2024,Sales,Sales Representative,Bachelor,74384,Good,No,1/27/2005,
00-10770584,Lisa,Aguirre,Female,Maryland,College Park,2/15/2017,IT,Software Developer,Master,97092,Satisfactory,No,2/27/1998,
00-38869830,Brenda,Mckinney,Female,Washington D.C.,Washington,1/29/2022,Customer Service,Customer Service Representative,High School,55789,Good,No,11/5/1987,
00-80351156,Emily,Thompson,Female,Washington D.C.,Washington,5/26/2018,Operations,Logistics Coordinator,Bachelor,55737,Excellent,Yes,5/18/2002,
00-92889441,Allen,Burns,Female,Virginia,Tysons,12/17/2022,IT,Software Developer,Bachelor,91811,Excellent,Yes,8/3/1975,
00-43673291,Tina,Watkins,Male,Virginia,Alexandria,11/10/2023,Operations,Inventory Specialist,High School,60756,Satisfactory,No,10/22/1990,
00-74248719,Jasmin,Dodson,Male,Maryland,Silver Spring,10/29/2019,Customer Service,Customer Service Representative,High School,66163,Satisfactory,No,6/1/1968,
00-21864909,William,Walker,Male,Washington D.C.,Washington,10/7/2017,Operations,Inventory Specialist,High School,65146,Good,No,10/12/1998,
00-39530954,Ernest,Bell,Male,Washington D.C.,Washington,5/31/2020,Customer Service,Support Specialist,High School,58995,Excellent,Yes,6/25/1997,
00-72740973,Christina,Warren,Male,Washington D.C.,Washington,2/26/2024,Customer Service,Customer Service Representative,High School,61004,Good,No,8/27/1994,
00-53881794,Jessica,Olsen,Female,Washington D.C.,Washington,12/24/2024,Marketing,Marketing Coordinator,Bachelor,73619,Satisfactory,No,12/9/1972,
00-18673396,Stephanie,Lawson,Female,Virginia,Arlington,9/2/2021,Sales,Sales Representative,Bachelor,68272,Satisfactory,Yes,2/12/1992,
00-30670932,Jack,Ramos,Male,Maryland,College Park,3/20/2018,IT,Software Developer,Bachelor,97318,Excellent,No,8/21/1997,
00-31023270,Frederick,Carlson,Male,Maryland,Rockville,4/14/2020,Customer Service,Customer Service Representative,Bachelor,68745,Satisfactory,Yes,3/16/1996,
00-34670419,Rebecca,Kirby,Female,Maryland,Gaithersburg,5/22/2019,Customer Service,Support Specialist,High School,64019,Satisfactory,No,12/17/1977,
00-93909989,Nicholas,Lee,Female,Washington D.C.,Washington,4/19/2022,IT,IT Support Specialist,High School,60875,Satisfactory,No,8/12/1981,
00-33333705,Jeffery,Bates,Male,Washington D.C.,Washington,9/11/2024,IT,IT Support Specialist,Bachelor,63642,Satisfactory,No,7/26/1982,
00-72022174,Robin,Yang,Female,Maryland,Brandywine,6/28/2019,Operations,Logistics Coordinator,Bachelor,57891,Needs Improvement,No,6/16/1988,
00-26204814,Jeremiah,Cox,Male,Washington D.C.,Washington,7/29/2024,IT,System Administrator,Bachelor,89254,Excellent,No,3/23/1999,
